TIPO_ID;ID;COD_CIIU;SECTOR_CIIU;MACROSECTOR;COLOR_SECTOR;OFICINA_ASIGNACION;UBICACION;FECHA_REVISION_PC;FAMILIA;SINO_ROTATIVA;MONEDA; FAMILIA_APROBADO ; FAMILIA_UTILIZADO ; DISPONIBLE ; SALDO_CAPITAL ; VENTAS 2020 ; VENTAS 2021 ;NIVEL DE CONFIANZA;CALIFICACIÓN_DE RIESG;CLAS_EMPRESA
N;106;4731;COMBUSTIBLES LUBRICANTES (PRODUCCION Y COMERCIALIZACION);COMERCIO;Verde;1117;Bogota, D.C.;30/11/2021;LEASING;SI;COP; $ 450.000.000 ; $ - ; $ 450.000.000 ;; $ 2.635.822.310 ; $ 3.871.122.134 ;ALTO;5,50;CORPORATIVO
N;107;8610;SERVICIOS DE SALUD;SERVICIOS;Verde;1502;Armenia;30/11/2021;OP.PLAZO;NO;COP; $ - ; $ - ; $ - ;; $ 5.720.000 ; $ 379.424.975 ;MEDIO;3,87;CORPORATIVO
N;108;4663;COMERCIO DE MATERIALES DE CONSTRUCCION;COMERCIO;Verde;1926;Bogota, D.C.;31/12/2021;CAMPAÑA_COMERCIA;NO;COP; $ 60.000.000 ; $ 60.000.000 ; $ - ; $ 31.874.992 ; $ - ; $ 7.060.164 ;BAJO;2,20;CORPORATIVO
N;109;4719;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;1165;Bogota, D.C.;31/12/2021;CAPITAL_TRABAJO;SI;COP; $ 500.000.000 ; $ 100.000.000 ; $ 400.000.000 ; $ 867.680 ; $ 134.804.403 ; $ 139.133.671 ;ALTO;4,55;CORPORATIVO
N;110;1089;ALIMENTOS VARIOS (CONSERVAS, PASABOCAS Y OTROS);OTROS;Verde;1368;Cali;30/11/2021;OP.PLAZO;SI;COP; $ 30.000.000 ; $ - ; $ 25.546.036 ;; $ 22.446.326 ; $ 5.074.020 ;ALTO;3,74;CORPORATIVO
N;111;4711;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;1776;Villavicencio;31/01/2022;CAMPAÑA_COMERCIA;NO;COP; $ 9.961.050 ; $ 9.961.050 ; $ - ;; $ - ; $ 200.210.647 ;MEDIO;5,07;CORPORATIVO
N;112;8511;EDUCACION;EDUCACION;Naranja1;1590;Bogota, D.C.;30/11/2021;OP.PLAZO;SI;COP; $ 70.000.000 ; $ - ; $ 70.000.000 ;; $ 233.443.800 ; $ 1.030.944.962 ;ALTO;5,10;CORPORATIVO
N;113;4731;COMBUSTIBLES LUBRICANTES (PRODUCCION Y COMERCIALIZACION);COMERCIO;Verde;1509;Bello;31/12/2021;OP.PLAZO;SI;COP; $ 420.000.000 ; $ - ; $ 420.000.000 ;; $ 66.625.815 ; $ 159.578.888 ;ALTO;4,10;CORPORATIVO
N;114;5611;COMIDAS RAPIDAS Y RESTAURANTES;OTROS;Rojo;1735;Bogota, D.C.;31/12/2021;CAMPAÑA_COMERCIA;NO;COP; $ 409.500.000 ; $ - ; $ 409.500.000 ;; $ 912.328.776 ; $ 8.377.841.001 ;ALTO;5,00;CORPORATIVO
N;115;4731;COMBUSTIBLES LUBRICANTES (PRODUCCION Y COMERCIALIZACION);COMERCIO;Verde;1310;Bogota, D.C.;31/10/2021;OP.PLAZO;NO;COP; $ 5.744.345.000 ; $ 5.532.298.985 ; $ - ; $ 4.872.065.184 ; $ 377.641.207 ; $ 2.964.157.267 ;ALTO;5,43;CORPORATIVO
N;116;5511;HOTELERIA;INDUSTRIA;Rojo;860;Bogota, D.C.;28/02/2021;OP.PLAZO;NO;COP; $ 28.886.551.000 ; $ 30.486.858.096 ; $ - ; $ 28.884.227.032 ; $ 3.040.035.468 ; $ 12.096.780.618 ;ALTO;4,86;CORPORATIVO
N;117;4530;AUTOPARTES (PRODUCCION Y COMERCIALIZACION);OTROS;Amarillo;1831;Barranquilla;31/03/2022;CAMPAÑA_COMERCIA;SI;COP; $ 216.861.326 ; $ 197.442.851 ; $ 19.418.475 ; $ 197.442.851 ; $ 246.738.138 ; $ 487.512.575 ;ALTO;5,35;CORPORATIVO
N;118;4690;COMERCIO EN GENERAL AL POR MAYOR;COMERCIO;Verde;1163;Cota;31/12/2021;COMERCIO_EXTERIOR;SI;COP; $ 1.300.000.000 ; $ - ; $ 1.300.000.000 ;; $ 78.731.723 ; $ 72.276.947 ;MEDIO;4,03;CORPORATIVO
N;119;5511;HOTELERIA;INDUSTRIA;Rojo;2017;Bogota, D.C.;30/09/2021;OP.PLAZO;NO;COP; $ 2.205.943.000 ; $ 3.011.500.000 ; $ - ; $ 2.099.791.633 ; $ 320.766.006 ; $ 1.147.296.030 ;ALTO;4,64;CORPORATIVO
N;120;4530;AUTOPARTES (PRODUCCION Y COMERCIALIZACION);OTROS;Amarillo;1216;Cali;28/02/2022;CAPITAL_TRABAJO;SI;COP; $ 230.000.000 ; $ 77.142.856 ; $ 59.530.691 ; $ 77.142.856 ; $ 16.025.607 ; $ 21.407.459 ;ALTO;5,28;CORPORATIVO
N;121;4774;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;1166;Bogota, D.C.;28/02/2022;OP.PLAZO;NO;COP; $ 38.926.000 ; $ 93.423.899 ; $ - ;; $ 797.423.662 ; $ 8.104.211.244 ;ALTO;5,28;CORPORATIVO
C;122;4711;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;59;El colegio;31/01/2022;CAMPAÑA_COMERCIA;NO;COP; $ 118.814.000 ; $ 118.895.425 ;-$ 81.425 ; $ 73.566.953 ; $ 248.396.442 ; $ 137.851.370 ;ALTO;4,35;CORPORATIVO
N;123;4773;COMERCIO PRODUCTOS FARMACEUTICOS;COMERCIO;Verde;1573;Manizales;28/02/2022;CAMPAÑA_COMERCIA;NO;COP; $ 420.000.000 ; $ - ; $ 420.000.000 ;; $ 7.701.706 ; $ 16.312.531 ;ALTO;3,50;CORPORATIVO
N;124;4645;COMERCIO PRODUCTOS FARMACEUTICOS;COMERCIO;Verde;1831;Bogota, D.C.;28/02/2022;LEASING;SI;COP; $ 100.000.000 ; $ - ; $ 53.333.335 ;; $ 176.764.048 ; $ 110.504.782 ;ALTO;4,87;CORPORATIVO
N;125;4772;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;1955;Valledupar;30/04/2022;OP.PLAZO;NO;COP; $ 84.167.000 ; $ 167.984.916 ; $ - ; $ 14.829.337 ; $ - ; $ 201.563.054 ;MEDIO;5,07;CORPORATIVO
N;126;6492;AGENCIAS DE VIAJES;OTROS;Rojo;1698;Bogota, D.C.;31/01/2022;CAPITAL_TRABAJO;SI;COP; $ 200.000.000 ; $ 177.000.000 ; $ 23.000.000 ; $ 563.601 ; $ 144.955.038 ; $ 184.682.288 ;ALTO;3,88;CORPORATIVO
N;127;4921;TRANSPORTE PASAJEROS;TRANSPORTE;Naranja2;1739;Bogota, D.C.;31/01/2022;LEASING;NO;COP; $ - ; $ - ; $ - ;; $ 3.139.235.923 ; $ 18.248.353.335 ;ALTO;4,47;CORPORATIVO
N;128;4772;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;1365;Cali;31/07/2021;OP.PLAZO;NO;COP; $ - ; $ 250.000.000 ; $ - ;; $ 91.589.650 ; $ 126.999.827 ;ALTO;5,13;CORPORATIVO
N;129;4663;COMERCIO DE MATERIALES DE CONSTRUCCION;COMERCIO;Verde;1409;Bucaramanga;28/02/2022;CAPITAL_TRABAJO;SI;COP; $ 300.000.000 ; $ 221.800.000 ; $ 78.200.000 ; $ 14.542.712 ; $ 10.780.842.544 ; $ 16.599.994.852 ;ALTO;5,48;CORPORATIVO
N;130;4530;AUTOPARTES (PRODUCCION Y COMERCIALIZACION);OTROS;Amarillo;2031;Monteria;31/03/2022;CAMPAÑA_COMERCIA;NO;COP; $ 46.500.000 ; $ - ; $ 46.500.000 ;; $ 198.766.823 ; $ 302.555.994 ;ALTO;4,92;CORPORATIVO
N;131;8610;SERVICIOS DE SALUD;SERVICIOS;Verde;1950;Bogota, D.C.;31/03/2022;CAPITAL_TRABAJO;SI;COP; $ 30.000.000 ; $ 20.000.000 ; $ 10.000.000 ; $ 3.306.020 ; $ 496.474.875 ; $ 900.116.227 ;ALTO;5,45;CORPORATIVO
N;132;4755;CONSULTORIA EMPRESARIAL Y ECONOMICA;OTROS;Amarillo;1296;Bogota, D.C.;28/02/2021;CAMPAÑA_COMERCIA;NO;COP; $ 25.314.000 ; $ 25.314.210 ;-$ 210 ;; $ 85.239.385 ; $ 89.501.354 ;BAJO;1,14;CORPORATIVO
N;133;4511;COMERCIO EQUIPO DE TRANSPORTE (INCLUYE CONCESIONARIOS AUTOMOTORES);COMERCIO;Amarillo;1086;Bucaramanga;31/03/2022;CAPITAL_TRABAJO;SI;COP; $ 3.400.000.000 ; $ 3.399.470.540 ; $ 529.460 ; $ 3.399.470.540 ; $ 826.048.377 ; $ 854.187.665 ;ALTO;4,43;CORPORATIVO
N;135;4663;COMERCIO DE MATERIALES DE CONSTRUCCION;COMERCIO;Verde;1740;Bogota, D.C.;31/03/2022;OP.PLAZO;NO;COP; $ - ; $ 78.990.000 ; $ - ; $ - ; $ 1.021.578.086 ; $ 1.275.388.215 ;ALTO;4,50;CORPORATIVO
N;136;8544;EDUCACION;EDUCACION;Naranja1;1735;Bogota, D.C.;31/03/2022;OP.PLAZO;NO;COP; $ 10.000.000.000 ; $ - ; $ 10.000.000.000 ;; $ 16.247.724.069 ; $ 20.787.611.577 ;ALTO;5,30;CORPORATIVO
N;137;4759;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;2035;Arauca;31/03/2022;CAMPAÑA_COMERCIA;SI;COP; $ 32.457.691 ; $ - ; $ 32.457.691 ;; $ 171.975.626 ; $ 192.965.642 ;ALTO;5,43;CORPORATIVO
N;138;9491;EDUCACION;EDUCACION;Naranja1;1206;Medellin;31/03/2022;CAPITAL_TRABAJO;SI;COP; $ 600.000.000 ; $ 33.000.000 ; $ 567.000.000 ; $ 6.264.782 ; $ 16.400.001 ; $ 14.921.000 ;BAJO;1,88;CORPORATIVO
N;139;9491;EDUCACION;EDUCACION;Naranja1;1206;Medellin;31/03/2022;CAMPAÑA_COMERCIA;NO;COP; $ - ; $ - ; $ - ;; $ 16.400.001 ; $ 14.921.000 ;BAJO;1,88;CORPORATIVO
N;141;4752;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;1744;Buga;31/03/2022;CAMPAÑA_COMERCIA;NO;COP; $ - ; $ - ; $ - ;; $ 2.020.000 ; $ 2.121.000 ;BAJO;0,93;CORPORATIVO
N;142;4511;COMERCIO EQUIPO DE TRANSPORTE (INCLUYE CONCESIONARIOS AUTOMOTORES);COMERCIO;Amarillo;1736;Bogota, D.C.;30/06/2022;CONTINGENCIA_GARANTIAS;NO;COP; $ 100.000.000 ; $ - ; $ 100.000.000 ;; $ 7.216.810.305 ; $ 11.571.497.167 ;ALTO;4,91;CORPORATIVO
N;144;5811;PRODUCTOS EDITORIALES (PRODUCCION Y COMERCIALIZACION);INDUSTRIA;Rojo;1594;Bogota, D.C.;30/04/2022;CAMPAÑA_COMERCIA;SI;COP; $ 182.876.000 ; $ 156.722.218 ; $ 26.153.782 ; $ 156.722.218 ; $ 73.172.292 ; $ 127.100.400 ;MEDIO;3,14;CORPORATIVO
N;145;5811;PRODUCTOS EDITORIALES (PRODUCCION Y COMERCIALIZACION);INDUSTRIA;Rojo;1594;Bogota, D.C.;30/04/2022;OP.PLAZO;NO;COP; $ 431.504.000 ; $ 424.846.100 ; $ 6.657.900 ; $ 417.468.312 ; $ 73.172.292 ; $ 127.100.400 ;MEDIO;3,14;CORPORATIVO
N;146;2620;HARDWARE Y SOFTWARE (INCLUYE EQUIPO DE OFICINA);INDUSTRIA;Verde;1742;Yumbo;30/04/2022;OP. MESA DE DINERO;SI;COP; $ 800.000.000 ; $ 800.000.000 ; $ - ; $ - ; $ 666.274.982 ; $ 776.176.434 ;ALTO;5,45;CORPORATIVO
N;147;4664;QUIMICOS Y AGROQUIMICOS (PRODUCCION Y COMERCIALIZACION);INDUSTRIA;Verde;1409;Bucaramanga;31/05/2022;CAMPAÑA_COMERCIA;NO;COP; $ 875.449.484 ; $ - ; $ 875.449.484 ;; $ 28.586.669.074 ; $ 37.238.168.835 ;ALTO;5,48;CORPORATIVO
N;148;4731;COMBUSTIBLES LUBRICANTES (PRODUCCION Y COMERCIALIZACION);COMERCIO;Verde;1187;Villavicencio;30/04/2022;CAPITAL_TRABAJO;SI;COP; $ - ; $ - ; $ - ;; $ 987.441.497 ; $ 1.744.278.587 ;ALTO;5,50;CORPORATIVO
N;149;4759;COMERCIO EN GENERAL AL POR MAYOR;COMERCIO;Verde;1731;Bogota, D.C.;30/04/2022;OP. MESA DE DINERO;SI;COP; $ 200.000.000 ; $ 200.000.000 ; $ - ; $ - ; $ 122.550.394 ; $ 128.677.914 ;BAJO;1,22;CORPORATIVO
N;150;4661;COMBUSTIBLES LUBRICANTES (PRODUCCION Y COMERCIALIZACION);COMERCIO;Verde;1211;Palmira;31/05/2022;CAMPAÑA_COMERCIA;NO;COP; $ 131.500.000 ; $ 131.500.000 ; $ - ; $ 91.721.409 ; $ - ; $ 727.133.624 ;MEDIO;5,01;CORPORATIVO
N;152;8622;SERVICIOS DE SALUD;SERVICIOS;Verde;2013;Bogota, D.C.;31/01/2022;CAPITAL_TRABAJO;SI;COP; $ 70.000.000 ; $ 30.000.000 ; $ 40.000.000 ; $ 6.241.844 ; $ 1.207.870.950 ; $ 1.612.459.416 ;ALTO;5,47;CORPORATIVO
N;153;1709;PAPEL Y CARTON;OTROS;Amarillo;1207;Rionegro;30/06/2022;OP.PLAZO;NO;COP; $ 3.400.000.000 ; $ 3.400.000.000 ; $ - ; $ 845.085.640 ; $ - ; $ 54.222.487 ;BAJO;0,76;CORPORATIVO
N;154;1709;PAPEL Y CARTON;OTROS;Amarillo;1207;Rionegro;30/06/2022;OP.PLAZO;NO;COP; $ 50.000.000 ; $ 300.000.000 ; $ - ;; $ - ; $ 54.222.487 ;BAJO;0,76;CORPORATIVO
N;155;8010;SEGURIDAD Y VIGILANCIA;SERVICIOS;Amarillo;1176;Bogota, D.C.;31/05/2021;CAMPAÑA_COMERCIA;NO;COP; $ 715.000.000 ; $ 715.000.000 ; $ - ; $ 441.166.667 ; $ 152.435.276 ; $ 210.262.337 ;ALTO;5,36;CORPORATIVO
N;156;8544;EDUCACION;EDUCACION;Naranja1;1385;Bello;30/06/2022;OP.PLAZO;NO;COP; $ 3.455.397.489 ; $ 6.422.116.679 ; $ - ;; $ 4.681.068.028 ; $ 5.728.457.800 ;ALTO;4,34;CORPORATIVO
N;157;4731;COMBUSTIBLES LUBRICANTES (PRODUCCION Y COMERCIALIZACION);COMERCIO;Verde;1776;Villavicencio;31/05/2022;CAPITAL_TRABAJO;SI;COP; $ 400.000.000 ; $ - ; $ 325.883.130 ;; $ 1.514.448.312 ; $ 28.443.183 ;BAJO;0,98;CORPORATIVO
C;159;4663;PRODUCTOS EDITORIALES (PRODUCCION Y COMERCIALIZACION);INDUSTRIA;Rojo;588;Sevilla;30/04/2022;OP.PLAZO;SI;COP; $ 160.000.000 ; $ 155.506.947 ; $ 4.493.053 ; $ 155.506.947 ; $ 444.280.065 ; $ 970.277.588 ;ALTO;4,98;CORPORATIVO
N;160;9603;SERVICIOS FUNERARIOS;SERVICIOS;Naranja1;1340;Medellin;31/05/2022;CAMPAÑA_COMERCIA;NO;COP; $ 112.820.000 ; $ 112.819.706 ; $ 294 ; $ 36.519.785 ; $ 31.641.048 ; $ 61.469.407 ;ALTO;4,61;CORPORATIVO
N;161;7110;OBRAS CIVILES (CONSULTORIA Y CONSTRUCCION);OTROS;Naranja2;1685;Bogota, D.C.;31/05/2022;CAMPAÑA_COMERCIA;NO;COP; $ 120.000.000 ; $ 120.000.000 ; $ - ; $ 104.999.998 ; $ - ; $ 26.000.000 ;MEDIO;1,30;CORPORATIVO
N;162;4752;COMERCIO DE MATERIALES DE CONSTRUCCION;COMERCIO;Verde;1737;Bogota, D.C.;30/06/2022;CAPITAL_TRABAJO;SI;COP; $ 12.000.000.000 ; $ 11.024.975.524 ; $ 975.024.476 ; $ 11.024.975.524 ; $ 3.265.693.784 ; $ 3.856.671.911 ;ALTO;5,00;CORPORATIVO
N;164;1690;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;1209;Cali;30/06/2022;OP.PLAZO;NO;COP; $ 300.000.000 ; $ - ; $ 300.000.000 ;; $ 103.842.642 ; $ 606.879.315 ;ALTO;5,25;CORPORATIVO
N;165;9319;EDUCACION;EDUCACION;Naranja1;1199;Medellin;30/06/2022;CAMPAÑA_COMERCIA;NO;COP; $ 30.395.000 ; $ 36.474.353 ;-$ 6.079.353 ; $ 3.039.525 ; $ 520.800.058 ; $ 2.581.610.530 ;ALTO;5,06;CORPORATIVO
C;166;4642;COMERCIO TEXTILES Y CONFECCIONES;COMERCIO;Naranja1;1269;Bogota, D.C.;30/06/2022;OP.PLAZO;SI;COP; $ 200.000.000 ; $ 161.111.104 ; $ 38.888.896 ; $ 161.111.104 ; $ 454.553.470 ; $ 987.984.934 ;ALTO;5,16;CORPORATIVO
N;167;5511;HOTELERIA;INDUSTRIA;Rojo;1727;Bogota, D.C.;28/02/2022;OP.PLAZO;NO;COP; $ 7.102.233.000 ; $ 7.228.255.989 ; $ - ; $ 6.847.446.715 ; $ 2.511.426.067 ; $ 3.065.023.956 ;ALTO;4,95;CORPORATIVO
N;168;7911;AGENCIAS DE VIAJES;OTROS;Rojo;540;San Andres;30/04/2022;CAMPAÑA_COMERCIA;NO;COP; $ 486.663.000 ; $ 486.662.532 ; $ 468 ; $ 119.385.742 ; $ 6.384.168.168 ; $ 5.473.647.405 ;ALTO;4,03;CORPORATIVO
N;169;4659;COMERCIO EN GENERAL AL POR MAYOR;COMERCIO;Verde;1199;Sabaneta;31/05/2022;COMERCIO_EXTERIOR;SI;COP; $ 200.000.000 ; $ - ; $ 200.000.000 ;; $ 9.600.803 ; $ 7.675.500 ;BAJO;1,55;CORPORATIVO
N;170;4751;COMERCIO TEXTILES Y CONFECCIONES;COMERCIO;Naranja1;1167;Bogota, D.C.;31/05/2022;CAPITAL_TRABAJO;SI;COP; $ 500.000.000 ; $ 152.222.221 ; $ 106.714.704 ; $ 117.222.221 ; $ 40.898.289 ; $ 49.849.838 ;ALTO;4,70;CORPORATIVO
N;171;4752;COMERCIO DE MATERIALES DE CONSTRUCCION;COMERCIO;Verde;1175;Bogota, D.C.;31/08/2022;OP.PLAZO;NO;COP; $ 233.216.000 ; $ 700.000.000 ; $ - ;; $ 1.213.928.213 ; $ 1.738.581.783 ;ALTO;5,39;CORPORATIVO
N;172;3110;MUEBLES;INDUSTRIA;Verde;1780;Bogota, D.C.;31/08/2021;OP.PLAZO;NO;COP; $ - ; $ 78.000.000 ; $ - ;; $ 67.210.825 ; $ 70.571.366 ;BAJO;1,36;CORPORATIVO
N;173;4645;COMERCIO PRODUCTOS FARMACEUTICOS;COMERCIO;Verde;1717;Bogota, D.C.;31/07/2022;CONTINGENCIA_GARANTIAS;SI;COP; $ 400.000.000 ; $ 375.915.000 ; $ 24.085.000 ; $ - ; $ 12.570.485.865 ; $ 16.847.960.516 ;ALTO;5,51;CORPORATIVO
N;174;3314;MAQUINARIA Y EQUIPO;INDUSTRIA;Amarillo;1517;Bogota, D.C.;31/08/2021;OP.PLAZO;NO;COP; $ 208.750.000 ; $ 340.000.000 ; $ - ;; $ - ; $ 5.498.800 ;BAJO;0,43;CORPORATIVO
N;175;5811;PRODUCTOS EDITORIALES (PRODUCCION Y COMERCIALIZACION);INDUSTRIA;Rojo;1735;Bogota, D.C.;31/07/2022;CAPITAL_TRABAJO;SI;COP; $ 1.400.000.000 ; $ 949.999.995 ; $ 450.000.005 ; $ 949.999.995 ; $ 5.873.530.032 ; $ 5.318.836.202 ;ALTO;3,86;CORPORATIVO
N;176;4752;COMERCIO DE MATERIALES DE CONSTRUCCION;COMERCIO;Verde;1729;Bogota, D.C.;31/07/2022;OP.PLAZO;NO;COP; $ 1.798.868.000 ; $ 2.000.000.000 ; $ - ; $ 998.868.234 ; $ - ; $ 17.579.790 ;BAJO;1,89;CORPORATIVO
N;177;4741;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;1950;Bogota, D.C.;31/08/2022;CAMPAÑA_COMERCIA;SI;COP; $ 91.574.998 ; $ - ; $ 91.574.998 ;; $ 59.176.212 ; $ 93.353.202 ;ALTO;5,10;CORPORATIVO
C;178;1522;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;1482;Bogota, D.C.;31/07/2022;LEASING;SI;COP; $ 500.000.000 ; $ - ; $ 500.000.000 ;; $ 4.174.289.826 ; $ 9.693.624.297 ;ALTO;5,04;CORPORATIVO
N;179;4774;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;1685;Bogota, D.C.;31/07/2022;OP.PLAZO;NO;COP; $ 175.676.000 ; $ 195.196.000 ; $ - ; $ 149.650.269 ; $ 43.779.346 ; $ 407.033.469 ;ALTO;5,17;CORPORATIVO
N;180;4711;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;1200;Envigado;31/08/2022;CAMPAÑA_COMERCIA;SI;COP; $ 132.000.000 ; $ - ; $ 132.000.000 ;; $ 2.849.757.538 ; $ 1.494.069.428 ;ALTO;2,93;CORPORATIVO
N;181;4329;SERVICIOS DE INGENIERIA;SERVICIOS;Naranja1;1502;Armenia;31/07/2022;OP.PLAZO;NO;COP; $ 8.788.000 ; $ 10.000.000 ; $ - ; $ 8.288.405 ; $ 18.831.300 ; $ 19.772.865 ;BAJO;0,31;CORPORATIVO
N;182;4752;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;1172;Mosquera;31/07/2022;CAMPAÑA_COMERCIA;SI;COP; $ 1.435.799.867 ; $ - ; $ 1.435.799.867 ;; $ 1.457.663.167 ; $ 5.327.904.995 ;ALTO;5,42;CORPORATIVO
N;183;4754;ELECTRODOMESTICOS (PRODUCCION Y COMERCIALIZACION);OTROS;Verde;1340;San pedro de uraba;31/07/2022;OP.PLAZO;SI;COP; $ 150.000.000 ; $ 95.865.982 ; $ 11.647.657 ; $ 95.865.982 ; $ 130.998.534 ; $ 12.281.950 ;MEDIO;2,39;CORPORATIVO
N;184;4741;COMERCIO EN GENERAL AL POR MENOR;COMERCIO;Verde;2029;Sincelejo;31/08/2022;CAPITAL_TRABAJO;SI;COP; $ 114.000.000 ; $ 114.834.226 ;-$ 834.226 ; $ 114.834.226 ; $ 22.347.740 ; $ 57.960.209 ;ALTO;5,30;CORPORATIVO
N;185;4530;AUTOPARTES (PRODUCCION Y COMERCIALIZACION);OTROS;Amarillo;1204;Medellin;31/07/2022;COMERCIO_EXTERIOR;SI;COP; $ 250.000.000 ; $ 119.197.543 ; $ 110.802.457 ; $ 119.197.543 ; $ - ; $ 29.500.398 ;BAJO;1,75;CORPORATIVO
N;186;4659;COMERCIO EN GENERAL AL POR MAYOR;COMERCIO;Verde;1909;Bogota, D.C.;31/07/2022;OP.PLAZO;NO;COP; $ 173.389.000 ; $ 192.000.000 ; $ - ; $ 166.142.031 ; $ 407.121.910 ; $ 634.495.182 ;ALTO;5,34;CORPORATIVO
N;187;4644;COMERCIO EN GENERAL AL POR MAYOR;COMERCIO;Verde;1215;Cali;31/03/2022;OP.PLAZO;NO;COP; $ 21.875.000 ; $ 37.500.000 ; $ - ; $ 3.124.997 ; $ 1.349.686.089 ; $ 2.735.534.399 ;ALTO;5,43;CORPORATIVO
N;188;144;EXPLOTACIONES AGROPECUARIAS;OTROS;Verde;1718;Medellin;31/07/2022;OP.PLAZO;NO;COP; $ 7.397.815.000 ; $ 12.903.968.787 ; $ - ; $ 6.218.692.936 ; $ 1.198.718.999 ; $ 1.783.727.640 ;ALTO;5,57;CORPORATIVO
N;189;4541;COMERCIO EQUIPO DE TRANSPORTE (INCLUYE CONCESIONARIOS AUTOMOTORES);COMERCIO;Amarillo;1929;Cali;31/08/2022;OP.PLAZO;NO;COP; $ 23.679.000 ; $ 47.341.509 ; $ - ; $ 3.945.121 ; $ 1.431.350.737 ; $ 1.123.852.443 ;ALTO;4,33;CORPORATIVO
N;190;4641;COMERCIO TEXTILES Y CONFECCIONES;COMERCIO;Naranja1;1204;Envigado;31/08/2022;OP.PLAZO;SI;COP; $ 2.410.000.000 ; $ - ; $ 1.998.586.791 ;; $ 227.890.475 ; $ 292.318.398 ;MEDIO;3,08;CORPORATIVO
N;191;722;COMERCIO EN GENERAL AL POR MAYOR;COMERCIO;Verde;1208;Pereira;31/08/2022;CAPITAL_TRABAJO;SI;COP; $ 80.000.000 ; $ 60.000.000 ; $ 20.000.000 ; $ 2.046.220 ; $ 550.632.652 ; $ 822.486.679 ;ALTO;5,07;CORPORATIVO
N;192;1084;COMIDAS RAPIDAS Y RESTAURANTES;OTROS;Rojo;1774;Bogota, D.C.;30/09/2022;CAMPAÑA_COMERCIA;SI;COP; $ 130.000.000 ; $ 110.083.542 ; $ 19.916.458 ; $ 110.083.542 ; $ 433.347.817 ; $ 2.973.454.842 ;ALTO;4,80;CORPORATIVO
N;193;4530;AUTOPARTES (PRODUCCION Y COMERCIALIZACION);OTROS;Amarillo;1295;Bogota, D.C.;31/08/2022;CAMPAÑA_COMERCIA;SI;COP; $ - ; $ - ; $ - ;; $ 44.998.453 ; $ 103.148.479 ;ALTO;4,96;CORPORATIVO
N;195;1313;TEXTILES;OTROS;Naranja1;1482;Bogota, D.C.;31/08/2022;OP. MESA DE DINERO;SI;COP; $ 200.000.000 ; $ 200.000.000 ; $ - ; $ - ; $ 111.772.615 ; $ 737.463.933 ;ALTO;4,93;CORPORATIVO
N;196;7010;SERVICIOS DE APOYO EMPRESARIAL;SERVICIOS;Naranja1;1327;Bogota, D.C.;30/09/2021;OP.PLAZO;NO;COP; $ 95.553.000 ; $ 114.634.192 ; $ - ; $ 84.464.100 ; $ 321.186.146 ; $ 459.576.385 ;ALTO;5,21;CORPORATIVO
N;197;7911;AGENCIAS DE VIAJES;OTROS;Rojo;1296;Bogota, D.C.;31/12/2021;CAMPAÑA_COMERCIA;SI;COP; $ 9.900.000 ; $ - ; $ 9.900.000 ;; $ 203.203.800 ; $ 415.257.110 ;ALTO;4,86;CORPORATIVO
N;198;6492;FIDUCIAS;OTROS;Verde;877;Bogota, D.C.;31/07/2022;OP. MESA DE DINERO;SI;COP; $ 8.500.000.000 ; $ 8.500.000.000 ; $ - ; $ 4.000.000.000 ; $ 293.894.115 ; $ 312.078.550 ;ALTO;4,32;CORPORATIVO
N;199;4652;COMERCIO EN GENERAL AL POR MAYOR;COMERCIO;Verde;858;Medellin;31/08/2022;CAMPAÑA_COMERCIA;NO;COP; $ 155.784.306 ; $ - ; $ 155.784.306 ;; $ 43.938.731 ; $ 170.076.739 ;ALTO;4,97;CORPORATIVO
N;200;1313;TEXTILES;OTROS;Naranja1;857;Itagui;30/09/2022;CAMPAÑA_COMERCIA;NO;COP; $ - ; $ - ; $ - ;; $ - ; $ 6.507.542 ;BAJO;1,06;CORPORATIVO
N;201;2819;COMERCIO EN GENERAL AL POR MAYOR;COMERCIO;Verde;1719;Itagui;30/09/2022;CAMPAÑA_COMERCIA;NO;COP; $ - ; $ - ; $ - ;; $ 931.186.800 ; $ 1.213.486.511 ;ALTO;5,40;CORPORATIVO
C;202;4530;AUTOPARTES (PRODUCCION Y COMERCIALIZACION);OTROS;Amarillo;2057;Bogota, D.C.;30/09/2022;CAMPAÑA_COMERCIA;SI;COP; $ 64.017.545 ; $ - ; $ 64.017.545 ;; $ 105.861.916 ; $ 23.998.946 ;BAJO;1,18;CORPORATIVO
